;Vollaard_id;weight;micro_cat;micro_num;ripeness_cat;ripeness_num;cleaning_cat;cleaning_num;temperature;temp_cat;fresh_cat;fresh_num;fat_num;fat_cat;price_per_100g;price_cat;finalscore;top10;nottop10;atlantic;within30km;year2017;original_ID;name;address
53;92;63;Zeer goed;1;Gemiddeld;2;Zeer goed;1;9.4;2;vers;1;12.9;2;2.94;2;16;0;1;0;1;1;29;Volendammer Vishandel Johan Schilder;Europaboulevard 361 - Alkmaar
122;255;79;Zeer goed;1;Gemiddeld;2;Zeer goed;1;4.1;1;vers;1;13;2;2.53;1;16.5;0;1;0;1;0;19;Volendammer Vishandel Johan Schilder;Europaboulevard 361 - Alkmaar
143;288;66;Zeer goed;1;Gemiddeld;2;Zeer goed;1;4.2;1;vers;1;14.6;3;2.95;2;17.3;1;0;1;0;0;3;Volendammer Vishandel Koning;Bogaardplein 10 - Rijswijk
147;291;74;Zeer goed;1;Gemiddeld;2;Zeer goed;1;2.9;1;vers;1;11.6;2;2.7;1;16.8;1;0;1;0;1;8;Volendammer Vishandel Koning;Bogaardplein 10 - Rijswijk
125;243;88;Zeer goed;1;Gemiddeld;2;Goed;2;-2.2;1;vers;1;11.7;2;2.55;1;15;0;1;0;1;1;52;Volendammer Vishandel Kroon;Globeplein 67 - Almere
96;169;59;Voldoende;2;Gemiddeld;2;Matig;3;6.1;1;vers;1;10.5;2;3.38;2;13;0;1;0;0;1;94;Volendammer Vishandel Plat & Tol (Quirinegang Zoetermeer);Quirinegang 81 - Zoetermeer
29;62;76;Zeer goed;1;Gemiddeld;2;Zeer goed;1;6.9;1;vers;1;12.7;2;2.56;1;15;0;1;0;0;0;62;Volendammer Vishandel Plat & Tol (Westwaarts Zoetermeer);Westwaarts 76 - Zoetermeer
94;164;68;Waarschuwingsfase;4;Gemiddeld;2;Zeer goed;1;2.8;1;vers;1;14.8;3;3.23;2;16.5;0;1;0;1;1;11;Volendammer Vishandel Sanny Bont;Passage 77 - Nieuwegein
40;74;73;Zeer goed;1;Sterk;3;Matig;3;6.5;1;nietvers;0;11.6;2;3.15;2;11.5;0;1;0;1;1;108;Volendammer Vishandel Sier;Landstraat 34 - Bussum
78;134;86;Goed;1;Gemiddeld;2;Zeer goed;1;5.3;1;vers;1;12.2;2;2.55;1;16;0;1;0;1;1;31;Volendammer Vishandel Snoek;Helmholtzstraat 56 - Amsterdam
73;126;78;Goed;1;Gemiddeld;2;Zeer goed;1;7.4;2;nietvers;0;13.9;2;3.52;3;13.5;0;1;0;1;1;83;Volendammer Vishandel Tol;De Huesmolen 74 - Hoorn
61;107;79;Zeer goed;1;Gemiddeld;2;Zeer goed;1;1.7;1;vers;1;11.1;2;2.84;2;15.5;0;1;0;1;1;40;Volendammer Vispaleis Tol;Brockwaystraat 1 - Haarlem
18;30;71;Goed;1;Gemiddeld;2;Matig;3;10.4;3;nietvers;0;10.6;2;2.81;1;10;0;1;0;1;1;121;Volendammer Visspecialist Steur;De Middend 232 a - Bovenkarspel
13;23;72;Goed;1;Gemiddeld;2;Zeer goed;1;4.1;1;vers;1;10.4;2;3.15;2;16.3;0;1;0;1;1;23;Volendammer Visspecialist Tom Tuijp;Middenburcht 7 - Vleuten
31;64;75;Zeer goed;1;Gemiddeld;2;Zeer goed;1;2.2;1;vers;1;14.1;3;3.06;2;17;1;0;0;1;0;4;Volendammer Visspecialist Tom Tuijp;Middenburcht 7 - Vleuten
112;208;71;Waarschuwingsfase;4;Sterk;3;Goed;2;8.3;2;nietvers;0;8.9;1;3.09;2;11.5;0;1;0;0;1;104;XL Vis;De Stede 21 - Den Haag
104;223;67;Waarschuwingsfase;4;Sterk;3;Goed;2;10.8;3;vers;1;10.9;2;3.35;2;10.5;0;1;0;1;0;110;Zeevishandel Brassem;t Groentje 4 - Domburg
30;63;63;Zeer goed;1;Gemiddeld;2;Zeer goed;1;-1.4;1;vers;1;14;3;3.96;3;16.5;0;1;0;1;0;17;Zeevishandel De Botter;Hessenweg 185a - De Bilt
45;103;61;Zeer goed;1;Sterk;3;Goed;2;6.3;1;vers;1;9.6;1;3.68;3;13;0;1;0;1;0;88;Zeevishandel De Graafschap;Prins Bernhardweg: parkeerterrein AH - Lochem
29;52;65;Slecht;3;Gemiddeld;2;Slecht;4;6.1;1;vers;1;10.5;2;3.46;2;12.5;0;1;0;1;1;96;Zeevishandel Kees Heinen;Verkoopwagen dinsdag Waardenburglaan - Tiel
76;173;67;Zeer goed;1;Gemiddeld;2;Zeer goed;1;3.6;1;vers;1;12.7;2;2.98;2;16;0;1;0;0;0;31;Zeevishandel Kees Vrolijk;Lange Tiendeweg 61 - Gouda
37;68;60;Zeer goed;1;Gemiddeld;2;Matig;3;9.1;2;nietvers;0;9.9;1;3.33;2;10.5;0;1;0;0;1;119;Zeevishandel Van Doornik;Verkoopwagen dagmarkt dinsdag - Gouda
108;229;66;Afkeurenswaardig;5;Gemiddeld;2;Matig;3;9.8;2;vers;1;18.1;3;2.95;2;7.5;0;1;0;0;0;134;Zeevishandel W. van Oosten;Buitenwatersloot 43 - Delft
